1 2.448305 -2.608963
1 3.224172 -3.239860
1 3.793953 -2.418063
1 3.335327 -1.529434
1 2.336170 -1.488370
1 1.505750 -0.931232
1 0.554339 -0.623310
1 0.973922 -1.531027
1 -0.011723 -1.699862
1 -0.561563 -0.864592
1 -0.631318 0.132972
1 -1.604466 0.363152
1 -2.594873 0.501335
1 -3.196724 1.299943
1 -2.540143 2.054199
1 -2.002593 1.210968
1 -1.006116 1.127098
1 -0.237260 1.766519
1 -1.162094 2.146889
1 -0.817975 3.085814
0 -1.805090 3.245825
2 0.797612 -4.449619
3 -4.628112 -0.447064
4 -3.924373 2.914728
5 -0.981154 -1.842340
6 2.923377 -4.385175
7 -1.276029 1.748630
8 4.419387 0.325566
9 -4.087386 0.324858
10 -2.580658 1.169419
11 -0.026879 -0.784000
12 4.859284 -0.168172
13 -3.953598 1.219976
14 0.672693 -4.185970
15 0.393934 -4.323736
16 -1.136984 -1.875224
17 2.390301 -4.152377
18 1.991952 -4.128907
19 4.196988 4.684191
20 -4.108201 0.694163
21 2.846660 4.109910
22 3.796855 4.068807
23 4.338294 3.556397
24 1.707154 1.179514
25 -3.157636 0.443036
26 1.517546 -1.344406
27 1.620649 4.929453
28 4.047748 1.394546
29 3.171913 -3.786480
30 3.883242 2.311729
31 3.749993 3.852381
32 -3.638107 -2.155716
33 4.514534 1.030737
34 3.057421 -1.271783
35 4.393562 1.161025
36 -3.175083 -2.439421
37 3.519771 -1.038604
38 -4.773386 3.531507
39 -1.879214 -0.908002
40 0.969283 -2.028873
41 0.925778 0.178064
42 3.672557 2.620942
43 1.085121 4.091065
44 4.568073 -3.908202
45 -4.031390 4.086076
46 4.730554 4.431460
47 -1.457613 -3.664926
48 1.979729 -4.497677
49 -4.520684 -1.952140
50 -2.538851 -0.594161
51 1.277678 -0.458431
52 3.050907 -4.140731
53 -4.898743 -0.099537
54 -0.713385 3.239425
55 2.898444 -0.255746
56 4.146099 -1.083168
57 -4.140461 -2.965874
58 -3.189893 -2.420300
59 -2.600783 1.281866
60 4.790218 -1.217690
61 0.686603 -0.951758
62 -2.233391 4.586794
63 -1.167999 1.053516
64 -0.577499 -0.430283
65 4.956864 4.700265
66 3.385474 0.293982
67 4.487010 3.653303
68 2.550483 -2.043253
69 -1.447232 1.953807
70 -2.519898 2.234416
71 -2.348401 4.500142
72 0.171185 1.585795
73 4.344355 -1.865072
74 -2.422587 -2.805933
75 0.790109 -4.621573
76 -0.788907 -0.601921
77 2.369727 -1.149209
78 -3.761251 -2.365993
79 0.097666 -3.822308
80 3.314431 3.885434
81 4.795675 -1.177290
82 2.225280 1.577851
83 4.202942 2.486051
84 -0.804426 -2.183356
85 4.269529 -1.463742
86 -2.074778 0.618891
87 3.745743 1.407494
88 4.369431 1.402015
89 -0.590354 -4.290258
90 -2.268100 -3.267663
91 -2.338952 -3.832840
92 -3.600258 4.924142
93 0.884394 3.154036
94 -1.331991 3.794745
95 -3.566875 -0.238296
96 3.780684 -3.205445
97 2.210535 -3.314770
98 1.889520 0.422923
99 -1.498590 -0.507184
100 2.175577 2.308807
101 -0.330159 -3.548700
